CHEKLIST	NAME	LABEL	DESCRIPTION	MANDATORY	VALUE	UNIT	REGEX_VALUE
ERC000027	isolation and growth condition	isolation and growth condition	Publication reference in the form of pubmed ID (pmid), digital object identifier (doi) or url for isolation and growth condition specifications of the organism/material. Mandatory for MIGS and MIMARKS Specimen.	optional			
ERC000027	propagation	propagation	This field is specific to different taxa. For plants: sexual/asexual, for phages: lytic/lysogenic, for plasmids: incompatibility group (Note: there is the strong opinion to name phage propagation obligately lytic or temperate, therefore we also give this choice. Mandatory for MIGS of eukaryotes, plasmids and viruses.	optional			
ERC000027	amount or size of sample collected	amount or size of sample collected	Amount or size of sample (volume, mass or area) that was collected	optional		L@g@kg@m2@m3	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	biomass	biomass	"amount of biomass; should include the name for the part of biomass measured, e.g. microbial, total. can include multiple measurements"	optional		g@kg@t	
ERC000027	density	density	density of sample	optional		g/m3	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	oxygenation status of sample	oxygenation status of sample	oxygenation status of sample	optional	aerobic@anaerobic		
ERC000027	organism count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	optional			
ERC000027	sample storage duration	sample storage duration	duration for which sample was stored	optional		days@hours@months@weeks@years	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	sample storage temperature	sample storage temperature	temperature at which sample was stored, e.g. -80	optional		°C	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	sample storage location	sample storage location	location at which sample was stored, usually name of a specific freezer/room	optional			
ERC000027	Marine Region	Marine Region	The geographical origin of the sample as defined by the marine region name chosen from the Marine Regions vocabulary at http://www.marineregions.org/. Example: Aegean Sea.	mandatory			
ERC000027	Temperature	Temperature	Temperature of water at the time of taking the sample. Format: ##.####, SDN:P02:75:TEMP, SDN:P06:46:UPAA for °C. Example: 17.7122.	mandatory		ºC	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	Salinity	Salinity	Salinity of water at the time of taking the sample. Format: ##.#, SDN:P02::PSAL, SDN:P06::UGKG for PSU. Example: 39.1 psu.	mandatory		psu	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	specific host	specific host	If there is a host involved, please provide its taxid (or environmental if not actually isolated from the dead or alive host - i.e. pathogen could be isolated from a swipe of a bench etc) and report whether it is a laboratory or natural host). From this we can calculate any number of groupings of hosts (e.g. animal vs plant, all fish hosts, etc)	optional			
ERC000027	health or disease status of specific host	health or disease status of specific host	Health or disease status of specific host at time of collection. This field accepts PATO (v 2013-10-28) terms, for a browser please see http://purl.bioontology.org/ontology/PATO	optional			
ERC000027	alkalinity	alkalinity	alkalinity, the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate	optional		mEq/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	atmospheric data	atmospheric data	"measurement of atmospheric data; can include multiple data"	optional			
ERC000027	conductivity	conductivity	electrical conductivity of water	optional		mS/cm	[1-9][0-9]*\.?[0-9]*([Ee][+-]?[0-9]+)?
ERC000027	water current	water current	measurement of magnitude and direction of flow within a fluid	optional		knot@m3/s	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	fluorescence	fluorescence	raw (volts) or converted (mg Chla/m^3) fluorescence of the water	optional		V@mg Chla/m3	[1-9][0-9]*\.?[0-9]*([Ee][+-]?[0-9]+)?
ERC000027	light intensity	light intensity	measurement of light intensity	optional		lux	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	mean friction velocity	mean friction velocity	measurement of mean friction velocity	optional		m/s	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	mean peak friction velocity	mean peak friction velocity	measurement of mean peak friction velocity	optional		m/s	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	downward PAR	downward PAR	visible waveband radiance and irradiance measurements in the water column	optional		µE/m2/s	[1-9][0-9]*\.?[0-9]*([Ee][+-]?[0-9]+)?
ERC000027	photon flux	photon flux	measurement of photon flux	optional		µmol/m2/s	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	pressure	pressure	pressure to which the sample is subject, in atmospheres	optional		atm@bar	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	tidal stage	tidal stage	stage of tide	optional	high@low		
ERC000027	turbidity	turbidity	turbidity measurement	optional		FTU@NTU	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	pH	pH	pH measurement	optional			(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	total depth of water column	total depth of water column	measurement of total depth of water column	optional		m	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	alkyl diethers	alkyl diethers	concentration of alkyl diethers	optional		M/L@µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	aminopeptidase activity	aminopeptidase activity	measurement of aminopeptidase activity	optional		mol/L/h	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	ammonium	ammonium	concentration of ammonium	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	bacterial carbon production	bacterial carbon production	measurement of bacterial carbon production	optional		ng/h	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	bacterial production	bacterial production	bacterial production in the water column measured by isotope uptake	optional		mg/m3/d	[1-9][0-9]*\.?[0-9]*([Ee][+-]?[0-9]+)?
ERC000027	bacterial respiration	bacterial respiration	measurement of bacterial respiration in the water column	optional		mg/m3/d	[1-9][0-9]*\.?[0-9]*([Ee][+-]?[0-9]+)?
ERC000027	bishomohopanol	bishomohopanol	concentration of bishomohopanol	optional		µg/L@µg/g	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	bromide	bromide	concentration of bromide	optional		parts/million@µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	calcium	calcium	concentration of calcium	optional		mg/L@parts/million@µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	carbon/nitrogen ratio	carbon/nitrogen ratio	ratio of amount or concentrations of carbon to nitrogen	optional			(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	chloride	chloride	concentration of chloride	optional		mg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	chlorophyll	chlorophyll	concentration of chlorophyll	optional		mg/m3@µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	diether lipids	diether lipids	"concentration of diether lipids; can include multiple types of diether lipids"	optional		ng/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	dissolved carbon dioxide	dissolved carbon dioxide	concentration of dissolved carbon dioxide	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	dissolved hydrogen	dissolved hydrogen	concentration of dissolved hydrogen	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	dissolved inorganic carbon	dissolved inorganic carbon	dissolved inorganic carbon concentration	optional		µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	dissolved inorganic nitrogen	dissolved inorganic nitrogen	concentration of dissolved inorganic nitrogen	optional		µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	dissolved inorganic phosphorus	dissolved inorganic phosphorus	concentration of dissolved inorganic phosphorus	optional		µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	dissolved organic carbon	dissolved organic carbon	concentration of dissolved organic carbon	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	dissolved organic nitrogen	dissolved organic nitrogen	"dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2"	optional		mg/L@µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	dissolved oxygen	dissolved oxygen	concentration of dissolved oxygen	optional		µmol/kg	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	glucosidase activity	glucosidase activity	measurement of glucosidase activity	optional		mol/L/h	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	magnesium	magnesium	concentration of magnesium	optional		mg/L@mol/L@parts/million	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	n-alkanes	n-alkanes	"concentration of n-alkanes; can include multiple n-alkanes"	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	nitrate	nitrate	concentration of nitrate	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	nitrite	nitrite	concentration of nitrite	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	nitrogen	nitrogen	concentration of nitrogen (total)	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	organic carbon	organic carbon	concentration of organic carbon	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	organic matter	organic matter	concentration of organic matter	optional		µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	organic nitrogen	organic nitrogen	concentration of organic nitrogen	optional		µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	particulate organic carbon	particulate organic carbon	concentration of particulate organic carbon	optional		µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	particulate organic nitrogen	particulate organic nitrogen	concentration of particulate organic nitrogen	optional		µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	petroleum hydrocarbon	petroleum hydrocarbon	concentration of petroleum hydrocarbon	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	phaeopigments	phaeopigments	"concentration of phaeopigments; can include multiple phaeopigments"	optional		mg/m3@µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	phosphate	phosphate	concentration of phosphate	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	phospholipid fatty acid	phospholipid fatty acid	"concentration of phospholipid fatty acids; can include multiple values"	optional		mol/L@mol/g	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	potassium	potassium	concentration of potassium	optional		parts/million@µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	primary production	primary production	measurement of primary production	optional		g/m2/day@mg/m3/day	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	redox potential	redox potential	redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential	optional		mV	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	silicate	silicate	concentration of silicate	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	sodium	sodium	sodium concentration	optional		parts/million@µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	soluble reactive phosphorus	soluble reactive phosphorus	concentration of soluble reactive phosphorus	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	sulfate	sulfate	concentration of sulfate	optional		mg/L@µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	sulfide	sulfide	concentration of sulfide	optional		mg/L@µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	suspended particulate matter	suspended particulate matter	concentration of suspended particulate matter	optional		mg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	total dissolved nitrogen	total dissolved nitrogen	total dissolved nitrogen concentration, reported as nitrogen, measured by: total dissolved nitrogen = NH4 + NO3NO2 + dissolved organic nitrogen	optional		µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	total inorganic nitrogen	total inorganic nitrogen	total inorganic nitrogen content	optional		µg/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	total nitrogen	total nitrogen	total nitrogen content of the sample	optional		µg/L@µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	total particulate carbon	total particulate carbon	total particulate carbon content	optional		µg/L@µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	total phosphorus	total phosphorus	total phosphorus concentration, calculated by: total phosphorus = total dissolved phosphorus + particulate phosphorus. Can also be measured without filtering, reported as phosphorus	optional		µmol/L	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000027	miscellaneous parameter	miscellaneous parameter	Any other measurement performed or parameter collected, that is not listed here	optional			
ERC000027	subspecific genetic lineage	subspecific genetic lineage	This should provide further information about the genetic distinctness of this lineage by recording additional information i.e biovar, serovar, serotype, biovar, or any relevant genetic typing schemes like Group I plasmid. It can also contain alternative taxonomic information	optional			
ERC000027	trophic level	trophic level	Trophic levels are the feeding position in a food chain. Microbes can be a range of producers (e.g. chemolithotroph)	optional	autotroph@carboxydotroph@chemoautotroph@chemoheterotroph@chemolithoautotroph@chemolithotroph@chemoorganoheterotroph@chemoorganotroph@chemosynthetic@chemotroph@copiotroph@diazotroph@facultative autotroph@heterotroph@lithoautotroph@lithoheterotroph@lithotroph@methanotroph@methylotroph@mixotroph@obligate chemoautolithotroph@oligotroph@organoheterotroph@organotroph@photoautotroph@photoheterotroph@photolithoautotroph@photolithotroph@photosynthetic@phototroph		
ERC000027	relationship to oxygen	relationship to oxygen	Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments	optional	aerobe@anaerobe@facultative@microaerophilic@microanaerobe@obligate aerobe@obligate anaerobe		
ERC000027	known pathogenicity	known pathogenicity	To what is the entity pathogenic, for instance plant, fungi, bacteria	optional			
ERC000027	encoded traits	encoded traits	Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids, converting genes for phage	optional			
ERC000027	observed biotic relationship	observed biotic relationship	Is it free-living or in a host and if the latter what type of relationship is observed	optional	commensal@free living@mutualism@parasite@symbiont		
ERC000027	chemical administration	chemical administration	"list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v111), please see http://purl.bioontology.org/ontology/CHEBI"	optional			
ERC000027	perturbation	perturbation	"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types"	optional			
ERC000028	isolation_source	isolation_source	describes the physical, environmental and/or local geographical source of the biological sample from which the sample was derived	mandatory			
ERC000028	lat_lon	lat_lon	geographical coordinates of the location where the specimen was collected	recommended			
ERC000028	collected_by	collected_by	name of persons or institute who collected the specimen	optional			
ERC000028	collection date	collection date	"The date of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid ISO8601 compliant times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01; 2008."	mandatory			(^[0-9]{4}(-[0-9]{2}(-[0-9]{2}(T[0-9]{2}:[0-9]{2}(:[0-9]{2})?Z?([+-][0-9]{1,2})?)?)?)?(/[0-9]{4}(-[0-9]{2}(-[0-9]{2}(T[0-9]{2}:[0-9]{2}(:[0-9]{2})?Z?([+-][0-9]{1,2})?)?)?)?)?$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000028	geographic location (country and/or sea)	geographic location (country and/or sea)	The geographical origin of the sample as defined by the country or sea. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html).	mandatory	Afghanistan@Albania@Algeria@American Samoa@Andorra@Angola@Anguilla@Antarctica@Antigua and Barbuda@Arctic Ocean@Argentina@Armenia@Aruba@Ashmore and Cartier Islands@Atlantic Ocean@Australia@Austria@Azerbaijan@Bahamas@Bahrain@Baker Island@Baltic Sea@Bangladesh@Barbados@Bassas da India@Belarus@Belgium@Belize@Benin@Bermuda@Bhutan@Bolivia@Borneo@Bosnia and Herzegovina@Botswana@Bouvet Island@Brazil@British Virgin Islands@Brunei@Bulgaria@Burkina Faso@Burundi@Cambodia@Cameroon@Canada@Cape Verde@Cayman Islands@Central African Republic@Chad@Chile@China@Christmas Island@Clipperton Island@Cocos Islands@Colombia@Comoros@Cook Islands@Coral Sea Islands@Costa Rica@Cote d'Ivoire@Croatia@Cuba@Curacao@Cyprus@Czech Republic@Democratic Republic of the Congo@Denmark@Djibouti@Dominica@Dominican Republic@East Timor@Ecuador@Egypt@El Salvador@Equatorial Guinea@Eritrea@Estonia@Ethiopia@Europa Island@Falkland Islands (Islas Malvinas)@Faroe Islands@Fiji@Finland@France@French Guiana@French Polynesia@French Southern and Antarctic Lands@Gabon@Gambia@Gaza Strip@Georgia@Germany@Ghana@Gibraltar@Glorioso Islands@Greece@Greenland@Grenada@Guadeloupe@Guam@Guatemala@Guernsey@Guinea@Guinea-Bissau@Guyana@Haiti@Heard Island and McDonald Islands@Honduras@Hong Kong@Howland Island@Hungary@Iceland@India@Indian Ocean@Indonesia@Iran@Iraq@Ireland@Isle of Man@Israel@Italy@Jamaica@Jan Mayen@Japan@Jarvis Island@Jersey@Johnston Atoll@Jordan@Juan de Nova Island@Kazakhstan@Kenya@Kerguelen Archipelago@Kingman Reef@Kiribati@Kosovo@Kuwait@Kyrgyzstan@Laos@Latvia@Lebanon@Lesotho@Liberia@Libya@Liechtenstein@Lithuania@Luxembourg@Macau@Macedonia@Madagascar@Malawi@Malaysia@Maldives@Mali@Malta@Marshall Islands@Martinique@Mauritania@Mauritius@Mayotte@Mediterranean Sea@Mexico@Micronesia@Midway Islands@Moldova@Monaco@Mongolia@Montenegro@Montserrat@Morocco@Mozambique@Myanmar@Namibia@Nauru@Navassa Island@Nepal@Netherlands@New Caledonia@New Zealand@Nicaragua@Niger@Nigeria@Niue@Norfolk Island@North Korea@North Sea@Northern Mariana Islands@Norway@Oman@Pacific Ocean@Pakistan@Palau@Palmyra Atoll@Panama@Papua New Guinea@Paracel Islands@Paraguay@Peru@Philippines@Pitcairn Islands@Poland@Portugal@Puerto Rico@Qatar@Republic of the Congo@Reunion@Romania@Ross Sea@Russia@Rwanda@Saint Helena@Saint Kitts and Nevis@Saint Lucia@Saint Pierre and Miquelon@Saint Vincent and the Grenadines@Samoa@San Marino@Sao Tome and Principe@Saudi Arabia@Senegal@Serbia@Seychelles@Sierra Leone@Singapore@Sint Maarten@Slovakia@Slovenia@Solomon Islands@Somalia@South Africa@South Georgia and the South Sandwich Islands@South Korea@Southern Ocean@Spain@Spratly Islands@Sri Lanka@Sudan@Suriname@Svalbard@Swaziland@Sweden@Switzerland@Syria@Taiwan@Tajikistan@Tanzania@Tasman Sea@Thailand@Togo@Tokelau@Tonga@Trinidad and Tobago@Tromelin Island@Tunisia@Turkey@Turkmenistan@Turks and Caicos Islands@Tuvalu@USA@Uganda@Ukraine@United Arab Emirates@United Kingdom@Uruguay@Uzbekistan@Vanuatu@Venezuela@Viet Nam@Virgin Islands@Wake Island@Wallis and Futuna@West Bank@Western Sahara@Yemen@Zambia@Zimbabwe@not applicable@not collected@not provided@restricted access		
ERC000028	geographic location (region and locality)	geographic location (region and locality)	The geographical origin of the sample as defined by the specific region name followed by the locality name.	optional			
ERC000028	identified_by	identified_by	name of the expert who identified the specimen taxonomically	optional			
ERC000028	environmental_sample	environmental_sample	identifies sequences derived by direct molecular isolation from a bulk environmental DNA sample (by PCR with or without subsequent cloning of the product, DGGE, or other anonymous methods) with no reliable identification of the source organism	optional	No@Yes		
ERC000028	mating_type	mating_type	"mating type of the organism from which the sequence was obtained; mating type is used for prokaryotes, and for eukaryotes that undergo meiosis without sexually dimorphic gametes"	optional			
ERC000028	host health state	host health state	Health status of the host at the time of sample collection.	mandatory	diseased@healthy@not applicable@not collected@not provided@restricted access		
ERC000028	lab_host	lab_host	scientific name of the laboratory host used to propagate the source organism from which the sample was obtained	optional			
ERC000028	host scientific name	host scientific name	Scientific name of the natural (as opposed to laboratory) host to the organism from which sample was obtained.	mandatory			
ERC000028	bio_material	bio_material	identifier for the biological material from which the sample was obtained, with optional institution code and collection code for the place where it is currently stored.	optional			
ERC000028	culture_collection	culture_collection	institution code and identifier for the culture from which the sample was obtained, with optional collection code.	optional			
ERC000028	specimen_voucher	specimen_voucher	identifier for the specimen from which the sample was obtained	optional			
ERC000028	isolate	isolate	individual isolate from which the sample was obtained	mandatory			
ERC000028	sub_species	sub_species	name of sub-species of organism from which sample was obtained	optional			
ERC000028	sub_strain	sub_strain	"name or identifier of a genetically or otherwise modified strain from which sample was obtained, derived from a parental strain (which should be annotated in the strain field; sub_strain from which sample was obtained"	optional			
ERC000028	serovar	serovar	serological variety of a species (usually a prokaryote) characterized by its antigenic properties	recommended			
ERC000028	strain	strain	Name of the strain from which the sample was obtained.	recommended			
ERC000029	subject exposure	subject exposure	"Exposure of the subject to infected human or animals, such as poultry, wild bird or swine. If multiple exposures are applicable, please state them separated by semicolon. Example: poultry; wild bird"	optional			
ERC000029	subject exposure duration	subject exposure duration	"Duration of the exposure of the subject to an infected human or animal. If multiple exposures are applicable, please state their duration in the same order in which you reported the exposure in the field 'subject exposure'. Example: 1 day; 0.33 days"	optional			
ERC000029	travel-relation	travel-relation	Designates the relation of the main diagnosis to the patient's travel.	optional	not ascertainable@not travel-related@travel-related		
ERC000029	clinical setting	clinical setting	The timing of the clinic visit in relation to travel.	optional	after travel@during travel		
ERC000029	country of travel	country of travel	The name of the country of patient's travel.	optional	Afghanistan@Albania@Algeria@American Samoa@Andorra@Angola@Anguilla@Antarctica@Antigua and Barbuda@Argentina@Armenia@Aruba@Ashmore and Cartier Islands@Australia@Austria@Azerbaijan@Bahamas@Bahrain@Baker Island@Bangladesh@Barbados@Bassas da India@Belarus@Belgium@Belize@Benin@Bermuda@Bhutan@Bolivia@Bosnia and Herzegovina@Botswana@Bouvet Island@Brazil@British Virgin Islands@Brunei@Bulgaria@Burkina Faso@Burma@Burundi@Cambodia@Cameroon@Canada@Cape Verde@Cayman Islands@Central African Republic@Chad@Chile@China@Christmas Island@Clipperton Island@Cocos Islands@Colombia@Comoros@Cook Islands@Coral Sea Islands@Costa Rica@Cote d'Ivoire@Croatia@Cuba@Cyprus@Czech Republic@Czechoslovakia@Democratic Republic of the Congo@Denmark@Djibouti@Dominica@Dominican Republic@Ecuador@Egypt@El Salvador@Equatorial Guinea@Eritrea@Estonia@Ethiopia@Europa Island@Falkland Islands@Faroe Islands@Federal Republic of Germany@Fiji@Finland@Former Yugoslav Republic of Macedonia@France@French Guiana@French Polynesia@French Southern and Antarctic Lands@GDR@Gabon@Gambia@Gaza Strip@Georgia@Germany@Ghana@Gibraltar@Glorioso Islands@Greece@Greenland@Grenada@Guadeloupe@Guam@Guatemala@Guernsey@Guinea@Guinea-Bissau@Guyana@Haiti@Heard Island and McDonald Islands@Honduras@Hong Kong@Howland Island@Hungary@Iceland@India@Indonesia@Iran@Iraq@Ireland@Isle of Man@Israel@Italy@Jamaica@Jan Mayen@Japan@Jarvis Island@Jersey@Johnston Atoll@Jordan@Juan de Nova Island@Kazakhstan@Kenya@Kingman Reef@Kiribati@Korea@Kosovo@Kuwait@Kyrgyzstan@Laos@Latvia@Lebanon@Lesotho@Liberia@Libya@Liechtenstein@Lithuania@Luxembourg@Macau@Macedonia@Madagascar@Malawi@Malaysia@Maldives@Mali@Malta@Marshall Islands@Martinique@Mauritania@Mauritius@Mayotte@Mexico@Micronesia@Midway Islands@Moldova@Monaco@Mongolia@Montenegro@Montserrat@Morocco@Mozambique@Namibia@Nauru@Navassa Island@Nepal@Netherlands@Netherlands Antilles@New Caledonia@New Zealand@Nicaragua@Niger@Nigeria@Niue@Norfolk Island@North Korea@Northern Mariana Islands@Norway@Oman@Pakistan@Palau@Palmyra Atoll@Panama@Papua New Guinea@Paracel Islands@Paraguay@Peru@Philippines@Pitcairn Islands@Poland@Portugal@Puerto Rico@Qatar@Republic of the Congo@Reunion@Romania@Russia@Rwanda@Saint Barthelemy@Saint Helena@Saint Kitts and Nevis@Saint Lucia@Saint Martin@Saint Pierre and Miquelon@Saint Vincent and the Grenadines@Samoa@San Marino@Sao Tome and Principe@Saudi Arabia@Senegal@Serbia@Serbia and Montenegro@Seychelles@Sierra Leone@Singapore@Slovakia@Slovenia@Solomon Islands@Somalia@South Africa@South Georgia and the South Sandwich Islands@South Korea@South Sudan@Spain@Spratly Islands@Sri Lanka@State of Palestine@Sudan@Suriname@Svalbard@Swaziland@Sweden@Switzerland@Syria@Taiwan@Tajikistan@Tanzania@Thailand@Timor-Leste@Togo@Tokelau@Tonga@Trinidad and Tobago@Tromelin Island@Tunisia@Turkey@Turkmenistan@Turks and Caicos Islands@Tuvalu@USA@USSR@Uganda@Ukraine@United Arab Emirates@United Kingdom@Uruguay@Uzbekistan@Vanuatu@Venezuela@Viet Nam@Virgin Islands@Wake Island@Wallis and Futuna@West Bank@Western Sahara@Yemen@Zambia@Zimbabwe		
ERC000029	collected_by	collected_by	name of persons or institute who collected the specimen	mandatory			
